Charity_Legal_Name,Charity_Website,Town_City,State,Advancing_Education,Promoting_or_protecting_human_rights,Advancing_social_or_public_welfare,Children,Families,Females,Financially_Disadvantaged,Males,People_at_risk_of_homelessness,email,contact
Wellspring Centre Inc,www.wellspringcentre.org.au,Ashburton,Victoria,Y,,,,,,,,,info@wellspringcentre.org.au,398850277
Mt Baw Baw Volunteer Ski Patrol Inc.,https://www.facebook.com/mtbbsp,Baw Baw Village,VIC,,,,Y,,,,,,info@mtbawbawskipatrol.org.au,400988255
Uca - Hawthorn Parish,www.auburnuc.org.au,Hawthorn,Victoria,,,,,,Y,,Y,,mail@auburnuc.org.au,
Grata Fund Limited,http://www.gratafund.org.au,Unsw,NSW,,,Y,,Y,Y,Y,Y,Y,info@gratafund.org.au,
Hand And Wrist Medical Research Foundation Ltd,,Fitzroy,VIC,Y,,,,,,,,,handwristresearch@bigpond.com,61 412 765 872
Systems Chemistry Australia Limited,http://syschemaus.org/,Bondi Junction,New South Wales,Y,,,,,Y,,,,,
Jewish Bereaved Parents Inc.,www.jbp.org.au,Elsternwick,Victoria,,,Y,Y,Y,Y,Y,Y,,JBPsupport@optusnet.com.au,
Her Place Australian Women'S Heritage And Museum Ltd,www.herplacemuseum.com,East Melbourne,VIC,,,,,,Y,,,,herplace@herplacemuseum.com,477411089
The Trustee For Robmeree Foundation,,Hawthorn,Victoria,,,,,,,,,,rmevans1@bigpond.com,398195652
Ivy May Pendlebury Charitable Trust - G.F. Pendlebury Section,,Melbourne,VIC,Y,,,,,,,,,charitableadmin@eqt.com.au,
Christian Resource Care Limited,,Clarinda,Victoria,,,Y,,Y,,Y,,,dishan.rajaratnam@hcc.vic.edu.au,
Adhd Foundation Limited,www.adhdfoundation.org.au,Epping,NSW,,,Y,Y,Y,Y,Y,Y,Y,office@adhdfoundation.org.au,1300393919
Hachnasat Kallah Fund - Tikvah Lekallah Ltd.,,St Kilda East,Victoria,,,Y,,Y,,Y,,,madelist@optusnet.com.au,395272056
Friends Of Refugees Inc,www.for.org.au,Springvale,VIC,,,Y,Y,Y,Y,Y,Y,Y,email@for.org.au,97925518
Ooranga Family Mobile Resource Unit Assoc Inc,www.ooranga.com.au,Gunnedah,New South Wales,Y,,,,Y,,,,,eo@ooranga.com.au,
Ywam Surrey Hills Ltd,,Surrey Hills,Victoria,,,,,,,,,,jaredh@ywamships.org,
Alfred Healthcare Trusts Doanld Raymond Stuart Fund,,Melbourne,VIC,,,,,,,,,,charitableadmin@eqt.com.au,
Future Dreaming Australia Ltd,https://www.futuredreaming.org.au,Banyo,Queensland,,,Y,,Y,,Y,,Y,info@futuredreaming.org.au,419497596
Giz A Break Limited,www.gizabreak.org.au,Dookie,Victoria,,,Y,Y,,Y,Y,,,engage@gizabreak.com.au,401833110
Sow Foundation,,Research,Victoria,,,Y,,,,Y,,Y,lizzy.nygaard@gmail.com,
Geelong & District Day Nursery Incorporated,www.geelongchildrenscentre.com.au,Thomson,Victoria,Y,,,,,,Y,,,admin@geelongchildrenscentre.com.au,
Tradeswomen Australia Community Foundation Ltd,https://www.twacf.org/,Elwood,Victoria,,,Y,Y,,Y,Y,,Y,janetc@twaus.com.au,418153931
Nhill Lutheran School Ltd,www.nhillls.vic.edu.au,Nhill,Victoria,Y,,,Y,,,,,,,
Giving Education Meaning Ltd,,,,Y,,,,,,Y,,,ange@gemconnect.com.au,
Ape Ecole Francaise De Melbourne Inc,www.efm.org.au,,,Y,,,Y,,,,,,business.manager.efm@gmail.com,
Voice Of Christ Full Gospel Church Dandenong Inc.,,Dandenong North,Victoria,,,,Y,Y,,,,,vocdandenong@gmail.com,
Coimadai Avenue Of Honour Restoration Association Inc,facebook.com,Long Forest,Victoria,,,,,,,,,,opalservices@bigpond.com,
Aid Footprint Inc,www.aidfootprint.org.au,Greenacres,SA,Y,,Y,Y,Y,Y,Y,Y,,info@aidfootprint.org.au,08 82667663
Anglican Church Of Australia Diocese Of Wangaratta Parish Of Murchison & Rushworth,sheppartonanglican.com,Murchison,Victoria,,,,Y,Y,Y,Y,Y,Y,darrylecrossman@gmail.com,
The Flying Angel Portland Inc,www.mts.org.au,Portland,Victoria,,,,,,,Y,,,njm165@vic.australis.com.au,355234972
The Trustee For Jb Were Charitable Endowment Fund,,Adelaide,SA,,,,,,,,,,philanthropy@aetlimited.com.au,1800036172
Genesis Baroque Incorporated,www.genesisbaroque.com.au,Seddon,Victoria,,,,,Y,Y,,Y,,info@genesisbaroque.com.au,439370443
Barwon Adolescent Task Force Inc,www.batforce.org.au,Geelong,Victoria,,,Y,Y,Y,Y,Y,Y,Y,admin@batforce.org.au,03 52214339
Anglican Church Of Australia Cathedral Parish Wangaratta,www.wangarattacathedral.org.au,Wangaratta,Victoria,,,,Y,Y,Y,Y,Y,Y,normkenny1@bigpond.com,
The Trustee For Bordertown Health & Community Foundation Trust,bhcfoundation.com.au,Bordertown,SA,,,,,,,,,,,
Greater Faith Church Inc,,Chelsea Heights,Victoria,,,,,Y,,Y,,Y,greaterfaithagchurch@gmail.com,422130520
Mill Park Baptist Church,www.millparkbaptistchurch.org.au,Mill Park,Victoria,,,,Y,Y,Y,Y,Y,Y,office@millparkbaptistchurch.org.au,03 9436 8797
Disabled Motorists Australia,www.disabledmotorists.org.au,Coburg,Victoria,,,,,,,,,,dma@disabledmotorists.org.au,03 9386 0413
The Trustee Of The Ormond Anglican Education Building Fund,http://www.ormondanglican.org.au,Ormond,Victoria,Y,,,Y,Y,,,,,office@ormondanglican.org.au,
Climarte Inc,www.climarte.org,Richmond,VIC,,,,,,,,,,mail@climarte.org,458447702
Sunraysia Mallee Suicide Prevention Network Inc.,www.facebook.com/pages/category/Community-Service/Sunraysia-Mallee-Suicide-Prevention-Network-114332920290011,Pomona,New South Wales,,,,,,,,,,sunraysiamallee@gmail.com,409632308
Queenscliff Music Festival,https://www.qmf.net.au,Queenscliff,VIC,,,,,Y,Y,,Y,,admin@qmf.net.au,03 5258 4816
Life House Church,www.lifehouse.global,Westmeadows,Victoria,,,,Y,Y,Y,Y,Y,,secretary@lifehouse.global,
Dhamma Sukha Meditation Centre,,Plenty,Victoria,,,,,Y,,,,,dhammasukha@live.com,
Corpus Christi College,www.corpuschristicollege.org.au,Carlton,Victoria,,,,,,,,Y,,ccc@cam.org.au,
Northern Geelong Rental Housing Co-Operative Ltd.,www.ngrhc.org.au,North Geelong,Victoria,,,Y,,Y,Y,Y,Y,,manager@ngrhc.org.au,352779993
Nsw Indigenous Chamber Of Commerce Inc,https://nswicc.com.au/,Rutherford,New South Wales,Y,,Y,,,,,,,finance@nswicc.com.au,249327722
One Eighty Avalon Incorporated,www.oneeighty.org.au,Sydney,New South Wales,,,Y,,Y,,Y,,,info@oneeighty.org.au,410205371
St Mary'S Catholic Church Nathalia,,Bendigo,VIC,,,,,,,,,,chancery@sandhurst.catholic.org.au,
Anglesea Christian Fellowship Baptist Church,www.angleseabaptist.org.au,Anglesea,Victoria,,,,Y,Y,Y,Y,Y,Y,bookkeeper@angleseabaptist.org.au,
The Ashram Inc.,https://ashram.com.au/,Vermont South,Victoria,,,,,,,,,,ashram@ashram.com.au,419323927
Pakenham Kindergarten Inc,https://www.bestchance.org.au/kindergartens/pakenham/pakenham-kindergarten/,,,Y,,,,,,,,,pakenham.kin@kindergarten.vic.gov.au,
St John'S Catholic Church Heidelberg ,www.cam.org.au/heidelberg,Heidelberg,VIC,,,,Y,Y,Y,Y,Y,Y,heidelberg@cam.org.au,03 9457 1066
Camp Gan Welfare Association Inc,https://www.campganwelfare.charity/,East St Kilda,VIC,,,,Y,Y,,Y,,,mk@chabadyouth.org,03 9522 8274
The Trustee For Disability Housing Trust,https://www.housingchoices.org.au,Melbourne,VIC,,,Y,,,Y,,Y,,companysecretary@hcau.org.au,
St Patricks Catholic Church Kilmore,http://pol.org.au/kilmore,Kilmore,VIC,,,,Y,Y,Y,Y,Y,Y,kilmore@cam.org.au,
The Trustee For Winchelsea Rsl Sub Branch Welfare Patriotic Fund W440,,Melbourne,VIC,,,,,,,,,,charity@rslvic.com.au,
St Bartholomews Anglican Church Burnley,www.stbarts-burnley.org,Richmond,Victoria,,,,,,,,,,ian@churchbookkeeping.com.au,
The Jibb Foundation,,,,,,,Y,,,,,Y,,
St Philopater Mercurius Coptic Orthodox Church,https://www.facebook.com/pages/category/Church/St-Philopateer-Coptic-Orthodox-Church-Melton-2237521726568233/,Melton,Victoria,,,,,Y,,Y,,,church@stpmc.org.au,2.24E+15
The Trustee For Victoria Park Foundation,https://community.collingwoodfc.com.au/,Melbourne,Victoria,,,Y,,,,,,,info@cfcfoundation.com.au,
Christ Church Anglican Church Geelong,http://www.christchurchgeelong.com.au/,Geelong,Victoria,,,,,Y,Y,Y,Y,Y,enquiries@christchurchgeelong.org,
Lead Loddon Murray Incorporated,www.leadlm.org.au,Bendigo Central,Victoria,,,,,,Y,,Y,,info@leadlm.org.au,428855991
Encourage Church Inc,www.encouragechurch.com.au,Romsey,Victoria,,,Y,Y,Y,,,,,office@encouragechurch.com.au,
Leo Cussen Institute,http://www.leocussen.edu.au,Melbourne,Victoria,Y,,,,Y,,,,,enquiries@leocussen.edu.au,03 8667 5667
The Johnstone Family Foundation,,North Melbourne,VIC,,,,Y,,,,,,,
The Highlands Foundation Inc,www.highlandsfoundation.org.au,Altona North,VIC,,,Y,,Y,Y,Y,Y,,highlandsfoundation.secretary@gmail.com,438531061
Friends Of The Wangaratta District Base Hospital,www.nhw.org.au,,,,,,,,,,,,volunteers@nhw.org.au,
Clayton Rsl Sub-Branch Patriotic Fund,,Melbourne,VIC,,,Y,,,,,,,charity@rslvic.com.au,
"Macedonian Orthodox Church Community ""Saint Dimitrij Solunski"", Springvale Inc.",,Springvale,Victoria,Y,,,,,Y,,Y,,mtal1923@bigpond.net.au,
Bisexual Alliance Victoria Inc,https://www.bi-alliance.org/,Carlton,Victoria,,,Y,,,,,,,info@bi-alliance.org,407946242
Anglican Parish Of All Saints Ascot Vale,https://ascotvaleanglican.com/,Ascot Vale,VIC,,,,,Y,,Y,,Y,ascotanglican@live.com.au,
Soundfair Australia Ltd,https://soundfair.org.au/,Melbourne,Victoria,,,,Y,Y,,Y,,Y,infor@soundfair.org.au,95101577
Lee Liberman Charitable Foundation,,,,,,,,,,,,,,
Mordialloc And District Historical Society Inc.,,Mentone,VIC,Y,,,Y,Y,Y,,Y,,dicky25@bigpond.com,03 95846181
Horsham Rsl Sub-Branch Incorporated,https://www.horshamrsl.com.au/,Horsham,Victoria,,,Y,,,,,,,info@horshamrsl.com.au,
Scripture Union Victoria,www.suvic.org.au,Fortitude Valley,Queensland,,,Y,,Y,,,,,,
Melbourne Montessori School Limited,www.mms.vic.edu.au,Caulfield South,Victoria,Y,,,Y,,,,,,bmanager@mms.vic.edu.au,
Australian Film Institute,https://www.aacta.org/,South Melbourne,Victoria,,,,,,Y,,Y,,info@afi.org.au,
Melton Christian Centre Limited,http://www.mcc.vic.edu.au/,Brookfield,Victoria,Y,,,Y,Y,Y,Y,Y,,office@mcc.vic.edu.au,(03) 9732 3000
The Trustee For Vipassana Charitable Trust,www.aloka.dhamma.org,Woori Yallock,VIC,,,,Y,Y,Y,Y,Y,Y,info@aloka.dhamma.org,359615722
Rheola Charity Carnival,rheola.com,Rheola,Victoria,,,,Y,Y,,,,,rheolacharitycarnival@gmail.com,
The Trustee For The Ricketson Foundation,,Surrey Hills,Victoria,,,,,,,,,,margaretmenting03@gmail.com,
Blind Bowls Victoria Inc,www.blindbowlsvic.org.au,Cranbourne East,Victoria,,,,,,Y,,Y,,secretary.bbv@gmail.com,0418 539 030
The Australian Computer Society Foundation Limited,www.acsfoundation.com.au,Sydney,New South Wales,Y,,,,,Y,,Y,,john.ridge@acsfoundation.com.au,02 82967745
Thank You Fireys Incorporated,www.thankyoufireys.org,California Gully,Victoria,,,,,,,,,,info@thankyoufireys.org,
Seventh-Day Adventist Aged Care (Victoria) Ltd,sdaac.com.au,Wahroonga,NSW,,,Y,,,,,,,johnstilinovic@adventist.org.au,
Western Chances,www.westernchances.org.au,Footscray,Victoria,Y,,,,,Y,Y,Y,,westernchances@wh.org.au,8345 7812
Youngcare Ltd,www.youngcare.com.au/,Spring Hill,Queensland,,,,,Y,,,,,info@youngcare.com.au,730413400
Aged Care Services Nine (George Vowell) Pty Ltd,https://japara.com.au/,Sydney,New South Wales,,,Y,,,,Y,,,,
401 Church Street Building Fund Pty Ltd,,Richmond  ,VIC,,,,,,,,,,jeffrey.woods@defence.gov.au ,0429 878 663
Ian Berry Foundation,,Melbourne,VIC,,,,,,,,,,charitableadmin@eqt.com.au,
Australian Prostate Cancer Research Society Limited,https://australianprostatecancer.org.au/,Woodville,SA,,,,,Y,,Y,Y,,reception@ausprostatecancer.com.au,
Futurefish Foundation Limited,futurefish.com.au,,,,,,,,,,,,,
Samadhi Buddhist Meditation Association Inc,https://www.samadhivihara.org.au,Campbellfield,Victoria,,,,Y,Y,Y,Y,Y,Y,email@samadhivihara.org.au,
St Joseph'S Catholic Church West Brunswick,http://www.bbe.org.au,Brunswick West,VIC,,,,Y,Y,Y,Y,Y,Y,BrunswickWest@cam.org.au,
Mcauley Property Limited,https://www.mercyministrycompanions.org.au,Brunswick,VIC,,,,Y,,,,,Y,welcome@mercyministrycompanions.org.au,438799958
Try Australia Children'S Services,www.try.org.au,Mt Waverley,VIC,,,,Y,,Y,,Y,,,
Sbe Australia Limited,https://sbeaustralia.org/,Bondi Junction,NSW,Y,,,,,Y,,,,info@sbeaustralia.org,
Impact For Women Inc.,www.impactforwomen.org.au,Caulfield North,Victoria,,,Y,Y,Y,,,,,alan@samuelfamily.net,408024224
Australian Centre For Rural Entrepreneurship Limited,www.acre.org.au,Beechworth,VIC,Y,,,Y,,Y,,Y,,info@acre.org.au,
Khoja Shia Ithna-Ashari Jamaat Melbourne Inc,www.ksijmelbourne.org.au,Cairnlea,Victoria,,,Y,,,,,,,secretary@ksijmelbourne.org.au,421404787
Our Lady Of The Sacred Heart Catholic Church Elmore,,Bendigo,VIC,,,,,,,,,,chancery@sandhurst.catholic.org.au,
The Trustee For Noel Parker Estate,,Melbourne,VIC,Y,,,,,,,,,charitableadmin@eqt.com.au,
Keysborough Kindergarten Incorporated,,Keysborough,Victoria,Y,,,,,,,,,keysborough.kin@kindergarten.vic.gov.au,397986179
Ivanhoe Baptist Church,https://ivanhoebaptist.org.au,Ivanhoe,VIC,,,,Y,Y,,Y,,,treasurer@ivanhoebaptist.org.au,61039511
Dogs 2 Care Inc,,Mallacoota,Victoria,,,Y,,,,,,,,
Knox Opportunity Shop Bayswater Inc,,Bayswater,Victoria,,,Y,,Y,Y,Y,Y,Y,eahodge@internode.on.net,
Prahran-Chinese Elderley Citizens Association Incorporated,,,,,Y,Y,,,,,,,prahranchineseelderly@hotmail.com,
Monash Association Of Debaters Inc,https://monashdebaters.com/,Monash University,VIC,Y,,,,,,Y,,,president@monashdebaters.com,399051509
Hope For Refugees In Action Incorporated,,Point Cook,Victoria,,,Y,,Y,,Y,,Y,,
Backpacks 4 Vic Kids Inc,www.backpacks4vickids.org.au,Cranbourne West,Victoria,,,Y,Y,Y,,Y,,Y,adminteam@b4vk.org.au,387129545
Western Romanian Baptist Church Hope,,Flemington,Victoria,,,,,Y,,Y,,,danynic@gmail.com,
Sankat Mochan Samiti Inc.,www.sankatmochan.org.au,Huntingdale,Victoria,,,,Y,Y,,,,,secretary@sankatmochan.org.au,499099035
Konchok Buddhist Centre,www.konchokbuddhistcentre.org,Narre Warren,Victoria,,,Y,Y,Y,,,,,info@konchokbuddhistcentre.org,409857857
Greek Orthodox Archdiocese Of Aust Parish Of St Albans & Districts Ladies Auxiliary And Parish Hall Sub Entity,,St Albans,Victoria,,,,,,,,,,frdemos@stparaskevi.org.au,
Loco Shed Echuca Inc,locoshedechuca.square.site,Echuca,Victoria,,,,,Y,,,,,mark@legalgp.com.au,0429 580 035
1St City Of Camberwell Scout Group Trust,,Kew,Victoria,,,Y,Y,Y,Y,Y,Y,,rmj@hendersonball.com.au,
Genesis Church Incorporated,www.genesischurch.com.au,,VIC,,,,Y,Y,Y,Y,Y,,robbiemc63@gmail.com,
Ethos Centre For Christianity And Society Inc.,www.ethos.org.au,Pinewood,Victoria,,,,,,Y,,Y,,info@ethos.org.au,(03) 9037 6420
Violet Town Bush Nursing Centre Inc,www.hrh.org.au,Violet Town,Victoria,,,,,,,Y,,,ceo@hsrh.com.au,03 57981324
Victorian Vocational Volunteering Inc,www.vvv.net.au,Sunshine North,Victoria,Y,,Y,,Y,,,,,osmank@australiamail.com,385960551
Greek Orthodox Community Box Hill & Districts Inc,,Richmond North,Victoria,,,,Y,Y,,,,,nick@accentservices.com.au,
Sale Uniting Church,www.saleunitingchurch.com,,,,,,,,Y,,Y,,sale.uc@bigpond.com,
Robwc Inc,Robwc.org.au,Bayswater Nth,Victoria,,,,Y,Y,Y,Y,Y,Y,reachingoutbecausewecan@hotmail.com,431775688
St Alban'S And St Augustine'S Merri-Bek,staug.org.au,Coburg,Victoria,,,,,Y,,,,,info@staug.org.au,
Greendale Wildlife Shelter Inc,http://www.wildlifeshelter.org.au,Greendale,Victoria,,,,,,,,,,melissa@wildlifeshelter.org.au,
Ormond - Cornish Dorothy Janet & Jack - Bequest,www.melbourneanglican.org.au,Melbourne,VIC,,,,,,,,,,acnc@melbourneanglican.org.au,
Lake Bolac & District Kindergarten Inc,,Lake Bolac,VIC,Y,,,,,,,,,jane.blackers@gmail.com,
St Georges'S Anglican Church Redhill,http://www.redhill.melbourneanglican.org.au,Red Hill,Victoria,,,,,,,,,,stgeorgesredhill@gmail.com,59865127
Bacchus Marsh And District Historical Society Inc,www.bmdhs.org.au,Bacchus Marsh,Victoria,,,,Y,Y,,,,,enquiries@bmdhs.org.au,
The Trustee For Paulusz Family Foundation,,,,,,Y,Y,,Y,,Y,,lgfpaulusz@gmail.com,
Daylesford Community Op Shop,https://daylesford-community-op-shop.business.site/,Daylesford,Victoria,,,,Y,Y,Y,Y,Y,Y,dcopshop@gmail.com,03 53484087
St Joseph'S Parish Warragul,www.cdsale.org.au,Warragul,VIC,,,,,,,,,,Warragul@cdsale.org.au,
Blue Birch Foundation,,,,,,,Y,Y,,Y,,,,
D E Upton Estate,,Melbourne,VIC,,,,,,,,,,charitableadmin@eqt.com.au,
Brimbank Church Of Christ Incorporated,https://brimbank.org/,Niddrie,VIC,,,,Y,Y,,Y,,,info@brimbank.org,
The Trustee For Estate Eleanor Weir Vicars - Foote,,Melbourne,VIC,,,Y,,,,,,,charitableadmin@eqt.com.au,386235000
Uca - Heyfield Uniting Church,,Heyfield,Victoria,,,,,,,,,,jewels@wideband.net.au,
The Albert And Lena Newmann Memorial Trust,,Melbourne,VIC,Y,,,,,,,,,charitableadmin@eqt.com.au,
Marefat Social Council Inc.,,Dandenong,Victoria,Y,,Y,,Y,,Y,,,aliheidari0123456789@gmail.com,397939182
Churchill Congregation Of Jehovah'S Witnesses,,Jeeralang Junction,VIC,,,,,,,,,,churchill.khjw@gmail.com,
The Trustee For The Kemvan Trust,,Melbourne,VIC,,,,,,,,,,charitableadmin@eqt.com.au,
The Trustee For John Truscott Design Foundation Inc,www.truscottfoundation.com.au,Port Melbourne,Victoria,,,,,,,,,,sheryn@cannan.net.au,61412893139
Holy Family Catholic Church Mt Waverley,https://holyfamily.melbourne,Mount Waverley,VIC,,,,Y,Y,Y,Y,Y,Y,,
Mallacoota Inlet Aged Care,,Mallacoota,Victoria,,,,,,,,,,etienneyvonnevdm@gmail.com,427355693
Gethsemane Church Incorporated,gethsemane.com.au,Cranbourne,Victoria,,,,Y,Y,Y,Y,Y,Y,kerriganlabrooy@bigpond.com,404875647
Melbourne Jewish Aid Society Inc,www.jewishcare.org.au/,Melbourne,Victoria,,,,,,,Y,,,financialservices@jewishcare.org.au,
The Busy Group Ltd,https://www.busyatwork.com.au,Southport,Queensland,Y,,Y,,,Y,Y,Y,Y,busy@busyatwork.com.au,132879
The Trustee For Rabbi Groner Foundation,,St Kilda East,Victoria,Y,,,Y,,,,Y,,jacks@yeshivahcentre.org,
Casey Regional Veterans Welfare Centre,,Melbourne,VIC,,,Y,,,,,,,charity@rslvic.com.au,
Western Melbourne Chin Churches Fellowship Incorporated,,Sunshine,Victoria,,,,Y,Y,Y,,Y,,wmelchinfellowship@gmail.com,411083042
Great Latrobe Park Inc,www.glp.org.au,Yallourn North,Victoria,,,,Y,Y,,,,,,
Glenthompson Catchment Group Inc,,Glenthompson,Victoria,,,,,,,,,,yuppeckiar@bigpond.com,
Open Door Foundations Ltd,www.opendoorsingers.org.au,Kew,Victoria,,,,,,Y,,Y,,opendoorenquiries@gmail.com,398596770
Belgravia Foundation Pty Ltd,www.belgraviafoundation.org.au,Bayswater,Victoria,,,Y,Y,,Y,Y,Y,Y,,
Sale Turf Club Foundation Limited,country.racing.com/sale,Sale,Victoria,,,Y,,,,,,,b.evans@countryracing.com,0412 858 290
Apostolic Mountain Ltd,,Mount Gravatt East,Queensland,,,,,Y,,,,,,
Araluen Foundation Limited,araluenfoundation.org,Eltham North,Victoria,,,Y,,,,,,,media@coultonsmelbourne.com.au,
The Motivation Project Ltd,www.womensspiritproject.org,,,,,Y,,,Y,Y,,Y,kate@womensspiritproject.org,
Regional Education Support Network Ltd,http://www.resn.org.au,Mildura,Victoria,Y,,Y,,,,,,,hello@resn.org.au,488627710
Camperdown Presbyterian Church,,Camperdown,VIC,,,,,,,,,,trfdunvegan@gmail.com,
Rehab4Rehab Limited,www.rehab4rehab.com.au,Main Ridge,Victoria,,,,Y,Y,Y,Y,Y,,rob@rehab4rehab.com.au,
Malankara Archdiocese Of The Syrian Orthodox Church In Australia Incorporated,https://masoca.org.au/,,,,,,,,,,,,ausjaobites@gmail.com,
Yea Community Service Group Inc,www.yeahouse.org.au,Yea,Victoria,,,Y,,Y,,Y,,Y,info@yeahouse.org.au,357973070
African Family Services Limited,http://www.africanfamilyservices.org.au,,,Y,,Y,,,Y,Y,Y,,info@africanfamilyservices.org.au,
Sisters4Sisters Support Services Ltd,http://www.s4s.org.au,Beveridge,Victoria,,,Y,,Y,Y,Y,Y,Y,ihearus4s@outlook.com,434533484
Left And Right Counselling Ltd,,,,,,,,,,,,,info@lrcounselling.com.au,
The Soup Angel Ltd,,,,,,Y,,,,Y,,Y,info@stretchingitout.com.au,
The Trustee For Eugene And Janet O'Sullivan Memorial Fund,,Melbourne,VIC,,,,,,,,,,charitableadmin@eqt.com.au,
Krsna Balram Centre Ltd,,Point Cook,Victoria,,Y,,,,,,,,ajaybansal26@gmail.com,61433498124
Te-Kworo Foundation Australia Ltd,www.te-kworofoundation.org,Mosman,New South Wales,,,Y,,,,,,,philippatyndale@gmail.com,412254365
Areopagus Trust,www.biblesociety.org.au,North Sydney,NSW,,,,Y,,Y,,Y,,,
Beechworth Community Child Care Centre Inc,https://beechworthchildcare.com.au,Beechworth,VIC,Y,,,,Y,,Y,,,beechworthchildcare@westnet.com.au,
Goulburn Valley Hospice Care Service Inc,www.gvhospice.com.au,Shepparton,Victoria,,,,,Y,,,,,admin@hospice.shepparton.net.au,358220068
Murchison & District Historical Society Inc.,www.murchisonhistoricalsociety.wordpress.com,Murchison,VIC,Y,,,Y,Y,Y,Y,Y,Y,murchison-historical-society@hotmail.com,
Zetseat Ethiopian Evangelical Church In Melbourne Inc,,West Footscray,Victoria,,,,,Y,,,,,ngemeda@yahoo.com,
The Trustee For Taylor Charitable Trust,,Melbourne,VIC,,,,,,,,,,charitableadmin@eqt.com.au,
North Hamilton Kindergarten Committee,https://www.nhkinder.com.au/,Hamilton,,Y,,,,,,,,,Hamilton.north.kin@kindergarten.vic.gov.au,
St Luke'S Anglican Church Mulgrave,www.stlukesmulgrave.org.au,Mulgrave,Victoria,,,,,Y,,,,Y,richard.parks2@bigpond.com,
Yarraville Anglican Parish,stmarksspotswood.org.au,Spotswood,VIC,,,,Y,Y,Y,Y,Y,,,
See Yup Society Inc.,,Melbourne,Victoria,,,,,,,,,,seeyup@bigpond.com,03 9663 2632
Australia Women & Children Protection And Development Inc,http://www.wcpd.org.au,,,,,Y,Y,Y,Y,,Y,,sheryllee@wcpd.org.au,
The Trustee For Michael Fitzgerald Bequest St Johns Church,www.melbourneanglican.org.au,Melbourne,VIC,,,,,,,,,,acnc@melbourneanglican.org.au,
Azerbaijani Cultural Association Of Australia,HTTPS://www.Azerbaijanis.org.au,Belmore,New South Wales,Y,,,Y,Y,,,,,info@azerbaijanis.org.au,420247127
Tackling Leukaemia Incorporated,https://www.tacklingleukaemia.org.au,Windsor,Victoria,,,,,Y,Y,Y,Y,,info@tacklingleukaemia.org.au,03 9108 5777
Goonawarra Neighbourhood House Inc,https://www.goonawarranh.com.au,Sunbury,Victoria,,,Y,Y,Y,Y,Y,Y,,admin@goonawarranh.com.au,397406627
St Michael & All Angels Anglican Church Beaumaris,www.beaumarisanglican.net,Beaumaris,Victoria,,,,,,,,,,sandrap6@bigpond.com,
Uca - Burwood Heights,burwoodheights.unitingchurch.org.au,Burwood East,Victoria,,,,,Y,,Y,,Y,ltrotter@bigpond.net.au,
Entrust Capital,www.entrust.org.au,Doncaster,Victoria,,,,,,,,,,,
Australia Chung Tai Buddhist Foundation Inc,https://chungtai.org.au/en/,Glen Iris,Victoria,,,,Y,,,,,,baolin@chungtai.org.au,398138922
Centre For Participation Inc,https://www.centreforparticipation.org.au,Horsham,Victoria,Y,,Y,,Y,Y,Y,Y,,info@centreforparticipation.org.au,03 53825607
Virtually Forgotten Legends Foundation,,,,,,,,,Y,,Y,,admin@suntax.com.au,
The Troubadour Foundation Inc,www.thetroubadourfoundation.com,Mia Mia,Victoria,,,,,,,,,,troubadour.foundation@ozemail.com.au,400156190
